region,coverage,year,floor,n_kept,n_pre,pct_dropped
Japan,0.7,2019,5226921035.156037,225.08333333333334,3662.5833333333335,93.85451980614775
Japan,0.7,2020,5607779151.661479,208.25,3716.6666666666665,94.39686098654708
Japan,0.7,2021,6811263335.841934,199.0,3785.3333333333335,94.74286720676295
Japan,0.7,2022,5697660456.593095,187.91666666666666,3842.75,95.10983887407022
Japan,0.7,2023,5966641920.926068,181.5,3878.5,95.32035580765759
Japan,0.7,2024,7412866627.030743,158.5,3898.6666666666665,95.9345075239398
Japan,0.65,2016,5739257727.015897,174.41666666666666,3484.3333333333335,94.9942600210466
Japan,0.65,2017,6291950374.711368,183.91666666666666,3540.9166666666665,94.80595890894541
Japan,0.65,2018,6697875538.415441,187.25,3606.75,94.80834546336729
Japan,0.65,2019,6830902925.102982,175.58333333333334,3662.5833333333335,95.20602489135628
Japan,0.65,2020,7426548028.543698,161.83333333333334,3716.6666666666665,95.64573991031389
Japan,0.65,2021,8653183836.368736,154.33333333333334,3785.3333333333335,95.92286016202888
Japan,0.65,2022,7443609525.321374,145.58333333333334,3842.75,96.21148049357015
Japan,0.65,2023,8188804469.546124,139.5,3878.5,96.40324867861287
Japan,0.65,2024,9944589754.68951,120.33333333333333,3898.6666666666665,96.91347469220246
Japan,0.6,2016,7534032121.860152,136.16666666666666,3484.3333333333335,96.09203099588635
Japan,0.6,2017,8230338170.301888,143.0,3540.9166666666665,95.96149772893084
Japan,0.6,2018,8773485710.309113,146.41666666666666,3606.75,95.94048196668284
Japan,0.6,2019,8846250183.177788,137.41666666666666,3662.5833333333335,96.24809446884029
Japan,0.6,2020,9282936423.818598,125.33333333333333,3716.6666666666665,96.62780269058297
Japan,0.6,2021,11074158874.052446,119.08333333333333,3785.3333333333335,96.85408594575556
Japan,0.6,2022,9873957746.5801,112.33333333333333,3842.75,97.07674625376792
Japan,0.6,2023,10747423473.428425,107.66666666666667,3878.5,97.22401271969404
Japan,0.6,2024,14566991649.35093,92.58333333333333,3898.6666666666665,97.62525649794802
