direct_control,cyear,SP_ISIN,ids,scope1_abs,scope2_loc_abs,scope3_down_abs,scope3_up_abs
11586.1559565903,2012,ES0109427734,258898,1373.434,4942.000000014758,,39997.05857917905
14286.039821895,2013,ES0109427734,258898,1506.46906254869,6786.000000022143,,45482.42209215176
14075.9093079252,2014,ES0109427734,258898,3322.476087003064,4383.999999913835,,50837.72327230518
10932.9025041461,2015,ES0109427734,258898,1561.892200000001,3512.99999996825,,45399.02441560935
12316.442,2016,ES0109427734,258898,1709.884,3727.904,,50527.881
13754.4323588354,2017,ES0109427734,258898,1553.459356533601,4503.00000000307,18.78455864920661,59039.29091644222
17042.642,2018,ES0109427734,258898,1798.0,8508.0,21.60923261170047,55528.696
15442.209,2019,ES0109427734,258898,1790.0,7660.0,67.96806802885501,48566.983
7212.012,2020,ES0109427734,258898,1860.0,347.0,75.64943785055489,40355.341
8027.752,2021,ES0109427734,258898,2039.0,259.0,55.53038241152427,47942.432
13740.438,2022,ES0109427734,258898,,,,
,2004,,259518,233.398,3672.445,,15371.909
,2005,,259518,276.747,3965.731,,16572.988
,2006,,259518,368.959,4953.475,,20498.072
,2007,,259518,545.409,6860.336,,28803.329
,2008,,259518,215.649,397.411,,15868.835
,2009,,259518,207.346,2447.009,,19192.315
7471.276,2010,JE00BYPZJM29,259518,163.487,2253.273,,24304.845
9102.002,2011,JE00BYPZJM29,259518,171.22,2247.687,,33750.098
8384.907,2012,JE00BYPZJM29,259518,78.344,1650.199,,31524.596
8065.131,2013,JE00BYPZJM29,259518,68.34,2202.412,,27503.861
6826.219,2014,JE00BYPZJM29,259518,63.687,2060.609,,32128.079
7166.786,2015,JE00BYPZJM29,259518,65.79,2155.55,,32929.56
22730.8596875368,2017,JE00BYPZJM29,259518,918.66394528537,14406.85081846936,0.7280706904857486,54982.40364239951
14406.3245084261,2018,JE00BYPZJM29,259518,124.5029399888008,4727.999999955028,0.6146932067291015,70384.45917361525
13071.1173190769,2019,JE00BYPZJM29,259518,132.6991953287978,4046.000000003782,0.4057974750045611,62382.67773332185
12097.446,2020,JE00BYPZJM29,259518,63.1,2809.0,1.127219626294266,65158.619
14775.108,2021,JE00BYPZJM29,259518,53.0,3747.0,3.338219151066137,81631.978
11542.2,2022,JE00BYPZJM29,259518,,,,
,2004,,26013,314122.7555169963,27968.89651888217,,68642.97094062695
,2005,,26013,374377.3508092989,43635.05627876443,,101872.1150609718
,2006,,26013,286821.1284289854,43330.44649411136,,95658.99962034052
,2007,,26013,362348.0600120143,49953.10504920936,,110745.2082554367
,2008,,26013,287180.6822553599,65904.60957777473,,129771.1411529445
,2009,,26013,303250.044255513,41805.88503068943,,92682.9560248056
412769.885386512,2010,US78454L1008,26013,322266.2512094374,53692.10463164535,,115099.1969801731
474716.249474032,2011,US78454L1008,26013,348796.9758584904,75167.2583056063,,163818.9581392422
535966.952881724,2012,US78454L1008,26013,419187.5967387744,69325.33460613816,,148323.556055815
771512.095697025,2013,US78454L1008,26013,603410.8997042964,99792.22394087072,,213508.3459130921
850401.013157508,2014,US78454L1008,26013,642990.3220757222,132010.1479543374,,244149.7590403318
491834.141208711,2015,US78454L1008,26013,370707.973444822,75894.2270280284,,146105.6885228757
615872.007993186,2016,US78454L1008,26013,513346.2829885724,60805.78921137006,,129151.723187415
716078.442027285,2017,US78454L1008,26013,599790.8790710478,70028.05928825607,13687.7427978944,144808.5996032228
820565.316172127,2018,US78454L1008,26013,675459.4455487507,90054.18561378273,10892.70048276705,177162.1637391902
910979.094,2019,US78454L1008,26013,775678.0,86338.0,11926.45553208261,157087.526
611674.693,2020,US78454L1008,26013,477808.0,98418.0,16678.99302162002,110370.059
773287.437,2021,US78454L1008,26013,578309.0,104595.0,8466.437280607435,275626.137
640027.042,2022,US78454L1008,26013,,,,
,2003,,26061,73272.8420074422,176657.9397998218,,524152.2209336597
,2004,,26061,71604.00795128645,173571.3783694303,,475755.5922161784
,2005,,26061,68641.34431143291,180063.1186599793,,405137.1327283501
,2006,,26061,69576.9793377358,180554.3266907824,,408618.8851542687
,2007,,26061,6110.032123669061,24384.67690641207,,69549.37703907659
,2008,,26061,6887.975121097498,27062.85633942464,,69350.27075819703
,2009,,26061,6315.122314200695,26544.91049129856,,70238.19906594019
55543.2520715862,2010,US57667L1070,26061,7664.706089338866,30295.86915751102,,80377.35711639457
64858.4660031823,2011,US57667L1070,26061,8370.974597725703,35239.21585431533,,97363.04341233296
85789.3570827471,2012,US57667L1070,26061,11670.59064155064,46921.8983498306,,126050.9524340498
98876.7954336469,2013,US57667L1070,26061,13831.12723155358,54044.93853567255,,142758.2848526388
111358.443812178,2014,US57667L1070,26061,14790.72213975017,65632.48505832489,,148602.0537597637
150361.239788067,2015,US57667L1070,26061,20587.49110256299,93213.26989921206,,171240.2015301454
148299.201670349,2016,US57667L1070,26061,19422.14490337078,93101.52587583526,,175312.4282909529
166048.563686632,2017,US57667L1070,26061,20333.56087298756,107492.2458142676,31.51529039782126,194530.3967647728
150746.93,2018,US57667L1070,26061,21308.025,80674.289,30.37219943643893,236934.791
230308.213,2019,US57667L1070,26061,78747.819,108085.49,9.691552202390191,227187.25
112956.434,2020,US57667L1070,26061,48070.73,40247.009,6.68657186789927,125540.708
83864.167,2021,US57667L1070,26061,77.0,53039.261,8.314072685841777,163556.019
28405.882,2022,US57667L1070,26061,,,,
,2022,BE0172505399,260750,,,,
103212.202730445,2013,NL0010773842,260840,10896.33798687328,49298.75967358316,,489533.7414881639
56005.5423251063,2014,NL0010773842,260840,4897.379572882693,7037.000000046569,,495984.420946367
47099.2616789981,2015,NL0010773842,260840,3657.453910985356,5770.355796350478,,418869.7168005851
46019.2007811815,2016,NL0010773842,260840,3148.807641454832,5868.1729511705,,438022.2182318569
58795.4145851289,2017,NL0010773842,260840,3315.460882004663,8200.167207296568,1310.037610441678,593353.8113092189
64028.0769129671,2018,NL0010773842,260840,2694.911584455208,7952.999999973298,666.4953171289392,638563.517791424
56709.874,2019,NL0010773842,260840,1390.0,5936.341,519.8470526533847,580599.561
56493.682,2020,NL0010773842,260840,8768.046,4796.962,570.6708696301349,549694.341
49410.111,2021,NL0010773842,260840,4329.922,8478.847,570.6708989379191,569129.76
35887.292,2022,NL0010773842,260840,,,,
2137733.28263002,2015,US42824C1099,26156,188300.0011000002,1656199.999999964,,1503756.463847579
1811006.87050732,2016,US42824C1099,26156,115600.0786000002,1412700.000000008,,1532746.922181398
650904.868323104,2017,US42824C1099,26156,77303.16060000002,391122.0000000367,296.0293373973884,985802.4403831136
589379.732,2018,US42824C1099,26156,67657.0,335361.0,224.5301763256839,1007452.058
544326.435489775,2019,US42824C1099,26156,57508.87499999988,313002.0000000806,178.0415651278531,893419.765415879
807100.782,2020,US42824C1099,26156,38005.0,304612.0,239.0952407901564,2358233.326
776719.863,2021,US42824C1099,26156,30302.0,276042.0,238.0593560322488,2483327.923
738509.297,2022,US42824C1099,26156,,,,
,2002,,26539,28855.69890034404,9419.232518260373,,13185.06198912315
,2003,,26539,28092.21576150682,10412.63441828241,,13861.71766813436
,2004,,26539,19474.7884683944,9049.030567786727,,10899.76986838347
,2005,,26539,11346.79585474433,7073.433892125871,,8079.295581223616
,2006,,26539,21135.3486504446,16346.48734104383,,17627.41780097647
,2007,,26539,38399.57927612001,36846.75745846061,,38622.37587694065
,2008,,26539,44045.37462756001,57026.07062455106,,52906.0764604831
,2009,,26539,73312.96988179878,70348.30256120136,,73738.3358174471
358015.767635872,2010,CA2849025093,26539,145302.8158783108,153525.440710113,,154699.6582253707
315053.601107255,2011,CA2849025093,26539,44771.60386909256,181949.5937499723,,224934.3055265149
484198.744663596,2012,CA2849025093,26539,104815.8874000003,296026.9999999906,,215119.8408783113
513136.453638261,2013,CA2849025093,26539,113000.0556,319685.9999999714,,207579.3149502946
525411.94295196,2014,CA2849025093,26539,127979.048,331461.0000000651,,188072.0012139842
507414.219717688,2015,CA2849025093,26539,124411.9721000004,330167.0000000773,,148660.953353273
187921.349,2016,CA2849025093,26539,67267.911,98425.781,,61987.628
203303.043,2017,CA2849025093,26539,69151.05,107209.313,13.82046272668278,77267.111
